patient_id,total_logins_30_days,avg_session_duration_minutes,reminder_response_rate,medicine_searches,chat_interactions,reminder_snooze_rate
P01897,60,4.3,0.89,3,13,0.25
P01898,38,7.3,0.33,5,8,0.32
P01899,14,3.2,0.56,8,2,0.35
P01900,39,10.1,0.69,4,12,0.17
P01901,77,5.7,0.89,2,15,0.17
P01902,90,4.5,0.9,4,7,0.16
P01903,7,9.1,0.56,5,12,0.32
P01904,32,12.7,0.64,10,5,0.12
P01905,17,4.1,0.6,5,10,0.31
P01906,35,10.4,0.44,8,5,0.31
P01907,35,9.9,0.37,0,10,0.25
P01908,6,2.5,0.37,6,15,0.35
P01909,6,3.5,0.67,7,10,0.05
P01910,23,4.4,0.36,4,8,0.22
P01911,26,10.4,0.64,8,10,0.11
P01912,33,13.6,0.41,6,14,0.15
P01913,23,13.1,0.88,4,2,0.16
P01914,33,8.0,0.57,0,5,0.27
P01915,33,12.6,0.96,10,13,0.13
P01916,22,6.6,0.31,0,1,0.15
P01917,28,8.1,0.9,2,4,0.24
P01918,39,4.7,0.42,4,13,0.27
P01919,39,13.0,0.57,2,2,0.27
P01920,19,8.7,0.54,6,0,0.23
P01921,28,9.6,0.62,2,10,0.06
P01922,17,6.4,0.32,3,10,0.32
P01923,22,3.4,0.33,4,14,0.25
P01924,31,2.6,0.35,2,11,0.12
P01925,34,3.6,0.41,4,9,0.4
P01926,61,10.3,0.87,8,10,0.33
P01927,6,2.5,0.36,8,4,0.3
P01928,25,14.3,0.3,6,5,0.11
P01929,25,12.1,0.52,4,6,0.2
P01930,25,3.4,0.56,2,5,0.17
P01931,10,13.3,0.38,8,9,0.3
P01932,69,6.1,0.85,8,4,0.4
P01933,34,2.9,0.96,7,15,0.2
P01934,40,13.0,0.91,9,12,0.23
P01935,34,7.6,0.4,1,9,0.32
P01936,40,14.4,0.47,5,5,0.27
P01937,21,14.1,0.48,2,8,0.31
P01938,41,7.4,0.85,9,2,0.33
P01939,85,5.7,0.93,9,14,0.23
P01940,36,14.0,0.5,2,4,0.16
P01941,37,6.9,0.46,0,13,0.28
P01942,24,5.7,0.92,0,6,0.39
P01943,32,6.3,0.96,1,5,0.19
P01944,15,9.0,0.39,0,6,0.24
P01945,27,13.5,0.9,3,6,0.21
P01946,20,2.1,0.55,5,4,0.25
P01947,33,5.3,0.46,3,2,0.13
P01948,72,2.1,0.9,5,0,0.16
P01949,77,14.3,0.85,1,10,0.24
P01950,52,6.3,0.93,9,15,0.05
P01951,8,9.3,0.53,5,4,0.12
P01952,42,7.0,0.92,3,3,0.15
P01953,58,11.5,0.93,5,2,0.15
P01954,43,13.3,0.85,7,7,0.27
P01955,36,8.7,0.47,7,15,0.37
P01956,10,10.2,0.32,0,7,0.3
P01957,35,3.8,0.53,5,13,0.23
P01958,22,13.0,0.57,2,3,0.3
P01959,16,6.6,0.34,2,3,0.24
P01960,28,5.9,0.4,4,13,0.2
P01961,8,3.5,0.34,4,0,0.36
P01962,35,10.2,0.55,4,1,0.14
P01963,24,12.3,0.46,7,12,0.3
P01964,12,8.6,0.57,8,2,0.24
P01965,27,14.4,0.59,7,5,0.13
P01966,30,12.6,0.45,3,2,0.21
P01967,26,10.3,0.48,5,1,0.09
P01968,60,11.6,0.86,4,0,0.37
P01969,74,11.7,0.86,7,11,0.32
P01970,22,10.6,0.66,7,6,0.18
P01971,30,9.3,0.69,9,7,0.24
P01972,39,12.0,0.33,9,1,0.27
P01973,22,13.7,0.49,4,2,0.34
P01974,16,13.3,0.31,7,12,0.1
P01975,32,12.2,0.52,10,12,0.06
P01976,87,10.3,0.92,8,11,0.38
P01977,31,10.1,0.41,9,7,0.16
P01978,10,11.7,0.54,4,15,0.14
P01979,30,5.7,0.45,4,5,0.31
P01980,8,6.4,0.58,8,11,0.34
P01981,56,10.6,0.91,0,1,0.3
P01982,27,12.1,0.68,4,1,0.14
P01983,50,2.0,0.96,0,12,0.1
P01984,66,8.8,0.93,8,9,0.16
P01985,31,14.1,0.63,0,6,0.07
P01986,36,12.0,0.57,6,6,0.09
P01987,82,6.8,0.91,7,6,0.25
P01988,68,5.5,0.92,0,7,0.16
P01989,34,4.5,0.69,5,15,0.26
P01990,38,8.5,0.87,1,12,0.17
P01991,38,12.1,0.63,1,7,0.06
P01992,36,11.3,0.6,3,7,0.2
P01993,11,13.2,0.67,1,15,0.18
P01994,34,4.6,0.54,2,3,0.38
P01995,37,6.0,0.34,6,4,0.2
P01996,26,5.5,0.56,5,15,0.35
P01997,33,11.9,0.32,6,7,0.32
P01998,39,4.5,0.38,9,13,0.18
P01999,8,13.6,0.45,8,4,0.37
P02000,62,6.4,0.85,1,8,0.08
P02001,76,12.8,0.88,2,14,0.32
P02002,73,6.4,0.93,3,13,0.27
P02003,81,7.2,0.98,1,1,0.25
P02004,39,13.3,0.51,0,7,0.25
P02005,28,11.1,0.31,3,4,0.34
P02006,24,12.0,0.53,4,14,0.17
P02007,39,12.9,0.64,3,6,0.13
P02008,31,7.1,0.95,2,11,0.35
P02009,90,13.3,0.9,5,5,0.22
P02010,10,4.1,0.58,2,13,0.23
P02011,31,12.5,0.35,8,13,0.15
P02012,34,9.3,0.67,3,5,0.23
P02013,54,10.7,0.92,2,11,0.18
P02014,67,7.4,0.9,2,5,0.32
P02015,61,7.7,0.95,10,2,0.18
P02016,77,14.1,0.91,10,13,0.35
P02017,26,12.7,0.5,1,8,0.16
P02018,22,4.3,0.96,2,3,0.06
P02019,15,2.9,0.65,0,9,0.23
P02020,39,2.2,0.63,3,9,0.15
P02021,20,7.6,0.37,4,5,0.05
P02022,38,14.2,0.58,10,2,0.3
P02023,80,13.1,0.95,3,4,0.33
P02024,44,12.4,0.91,3,12,0.28
P02025,26,11.2,0.49,9,6,0.22
P02026,49,3.3,0.87,10,10,0.33
P02027,35,7.3,0.68,5,3,0.21
P02028,43,5.8,0.96,2,1,0.17
P02029,22,13.8,0.61,6,15,0.06
P02030,5,9.2,0.56,2,3,0.08
P02031,13,14.1,0.37,10,3,0.39
P02032,11,13.9,0.44,1,10,0.3
P02033,38,4.1,0.48,4,7,0.23
P02034,41,10.5,0.96,10,10,0.06
P02035,29,13.1,0.92,10,3,0.22
P02036,33,3.2,0.33,0,10,0.33
P02037,39,10.2,0.45,5,12,0.13
P02038,36,7.0,0.54,1,13,0.1
P02039,43,6.8,0.89,1,1,0.14
P02040,19,12.2,0.34,3,8,0.12
P02041,14,8.1,0.65,0,0,0.1
P02042,72,8.8,0.94,8,4,0.2
P02043,14,7.6,0.3,1,7,0.1
P02044,32,8.6,0.48,7,6,0.18
P02045,31,9.5,0.93,0,1,0.19
P02046,56,8.3,0.88,4,0,0.24
P02047,21,13.3,0.34,5,6,0.31
P02048,39,7.2,0.42,6,6,0.17
P02049,88,14.4,0.92,3,6,0.22
P02050,38,4.4,0.89,10,6,0.09
P02051,14,3.6,0.64,3,2,0.21
P02052,39,3.6,0.44,4,6,0.14
P02053,25,5.9,0.9,3,5,0.24
P02054,29,6.0,0.33,1,15,0.23
P02055,23,11.1,0.42,9,12,0.25
P02056,28,6.7,0.98,0,5,0.28
P02057,28,4.6,0.48,8,13,0.39
P02058,28,10.2,0.37,4,15,0.16
P02059,53,13.1,0.93,10,3,0.18
P02060,38,8.6,0.86,10,3,0.18
P02061,7,9.7,0.41,0,1,0.39
P02062,21,11.3,0.37,6,7,0.16
P02063,44,8.0,0.92,7,1,0.26
P02064,31,9.3,0.7,2,15,0.18
P02065,36,12.6,0.47,10,0,0.28
P02066,26,14.0,0.67,5,1,0.1
P02067,39,12.0,0.87,9,15,0.13
P02068,42,5.4,0.95,5,13,0.1
P02069,38,7.7,0.6,6,3,0.27
P02070,35,12.1,0.87,9,8,0.28
P02071,37,6.4,0.45,8,2,0.37
P02072,62,10.2,0.96,0,4,0.22
P02073,53,2.4,0.97,6,15,0.23
P02074,25,13.0,0.35,2,14,0.13
P02075,62,3.8,0.93,4,11,0.38
P02076,55,3.7,0.85,9,14,0.34
P02077,8,2.9,0.36,2,4,0.15
P02078,15,10.0,0.32,3,5,0.06
P02079,11,8.2,0.63,7,3,0.27
P02080,72,12.3,0.94,6,12,0.06
P02081,27,3.1,0.9,6,15,0.4
P02082,32,9.9,0.6,7,9,0.2
P02083,16,13.3,0.57,9,2,0.29
P02084,10,8.6,0.37,0,11,0.09
P02085,78,12.7,0.94,5,2,0.12
P02086,29,10.4,0.37,7,7,0.12
P02087,30,10.3,0.68,5,15,0.21
P02088,12,13.1,0.38,9,7,0.29
P02089,55,3.5,0.88,9,8,0.4
P02090,23,10.0,0.36,5,3,0.11
P02091,43,9.1,0.94,10,9,0.07
P02092,38,8.3,0.97,4,13,0.31
P02093,20,6.9,0.39,10,4,0.21
P02094,46,14.8,0.92,1,3,0.27
P02095,34,10.2,0.97,2,10,0.13
P02096,13,4.9,0.58,5,10,0.32
P02097,16,6.7,0.64,10,0,0.35
P02098,35,10.3,0.54,1,14,0.36
P02099,58,11.1,0.86,2,6,0.3
P02100,11,10.1,0.65,4,11,0.26
P02101,39,13.2,0.89,10,14,0.3
P02102,14,12.2,0.55,10,4,0.33
P02103,21,12.8,0.31,7,1,0.34
P02104,13,9.3,0.57,6,1,0.07
P02105,10,11.9,0.58,3,10,0.19
P02106,40,3.7,0.52,9,1,0.39
P02107,82,13.7,0.91,7,10,0.21
P02108,29,3.4,0.35,4,1,0.17
P02109,9,11.8,0.56,3,5,0.15
P02110,33,12.5,0.85,7,2,0.19
P02111,26,14.2,0.6,1,10,0.28
P02112,14,10.6,0.36,8,2,0.31
P02113,10,13.5,0.4,9,14,0.25
P02114,87,10.4,0.86,3,13,0.36
P02115,7,14.7,0.46,3,11,0.39
P02116,11,3.2,0.55,1,15,0.08
P02117,31,13.0,0.92,10,13,0.29
P02118,44,6.4,0.89,7,15,0.12
P02119,17,10.3,0.68,9,1,0.31
P02120,23,10.0,0.69,7,5,0.09
P02121,18,13.2,0.52,0,12,0.28
P02122,5,14.9,0.51,2,15,0.05
P02123,24,2.4,0.91,8,3,0.22
P02124,34,9.1,0.58,3,4,0.27
P02125,21,6.6,0.86,9,0,0.1
P02126,85,11.4,0.87,8,12,0.38
P02127,20,9.8,0.53,7,9,0.32
P02128,20,13.5,0.91,7,6,0.11
P02129,25,9.2,0.34,0,14,0.33
P02130,71,10.3,0.95,5,6,0.15
P02131,37,12.8,0.94,5,5,0.33
P02132,66,10.7,0.94,3,13,0.13
P02133,15,5.7,0.68,5,13,0.09
P02134,85,13.2,0.94,2,9,0.34
P02135,22,7.5,0.45,3,2,0.2
P02136,36,14.2,0.65,8,5,0.12
P02137,21,2.9,0.69,7,9,0.39
P02138,16,6.5,0.62,9,14,0.35
P02139,11,4.4,0.62,6,0,0.07
P02140,36,7.7,0.46,7,4,0.14
P02141,63,12.9,0.87,0,14,0.21
P02142,39,12.3,0.51,9,13,0.09
P02143,90,8.8,0.86,0,7,0.15
P02144,33,11.9,0.97,10,6,0.33
P02145,59,14.3,0.97,1,0,0.17
P02146,7,14.3,0.34,3,9,0.4
P02147,34,13.7,0.64,8,10,0.24
P02148,64,3.8,0.9,5,2,0.22
P02149,32,13.1,0.55,10,2,0.26
P02150,86,10.3,0.87,4,2,0.37
P02151,30,6.7,0.46,3,9,0.08
P02152,68,13.7,0.86,1,14,0.25
P02153,25,3.9,0.4,2,8,0.18
P02154,21,12.2,0.57,5,1,0.3
P02155,7,2.2,0.68,7,9,0.4
P02156,82,12.5,0.95,8,4,0.26
P02157,40,3.8,0.38,0,6,0.32
P02158,20,13.9,0.96,3,3,0.11
P02159,35,7.9,0.96,6,10,0.39
P02160,14,6.3,0.33,10,3,0.27
P02161,18,2.9,0.54,4,12,0.36
P02162,33,3.8,0.95,4,8,0.18
P02163,54,3.5,0.96,3,6,0.28
P02164,34,11.7,0.89,5,14,0.15
P02165,34,6.4,0.3,1,9,0.12
P02166,75,9.6,0.96,2,14,0.13
P02167,72,9.0,0.94,3,1,0.16
P02168,37,2.1,0.49,1,3,0.27
P02169,17,12.5,0.69,3,3,0.23
P02170,29,9.5,0.94,4,0,0.22
P02171,34,9.3,0.56,3,7,0.18
P02172,21,2.6,0.62,4,15,0.3
P02173,31,10.5,0.87,8,15,0.35
P02174,21,6.6,0.43,10,15,0.15
P02175,76,6.9,0.86,3,10,0.31
P02176,40,2.7,0.63,2,12,0.1
P02177,20,5.2,0.46,3,5,0.07
P02178,33,6.1,0.87,4,8,0.3
P02179,27,9.2,0.66,9,5,0.13
P02180,63,2.8,0.85,10,14,0.38
P02181,50,10.2,0.96,3,13,0.24
P02182,20,7.9,0.43,5,7,0.19
P02183,84,3.9,0.87,3,2,0.11
P02184,66,9.6,0.85,4,8,0.3
P02185,32,4.2,0.95,7,10,0.09
P02186,39,6.5,0.38,10,12,0.08
P02187,6,14.3,0.62,3,4,0.11
P02188,61,12.1,0.92,2,11,0.33
P02189,64,12.9,0.87,10,12,0.05
P02190,63,4.1,0.86,1,1,0.18
P02191,78,7.2,0.9,8,2,0.12
P02192,24,5.0,0.68,5,11,0.21
P02193,90,12.9,0.95,3,1,0.17
P02194,58,12.3,0.9,5,9,0.09
P02195,77,7.6,0.9,10,15,0.19
P02196,32,9.1,0.58,6,2,0.19
P02197,16,7.2,0.5,4,10,0.23
P02198,8,4.1,0.32,3,4,0.23
P02199,31,11.3,0.63,6,7,0.07
P02200,55,13.8,0.9,6,5,0.16
P02201,37,12.8,0.65,6,7,0.13
P02202,12,2.2,0.38,9,2,0.36
P02203,31,13.9,0.43,5,11,0.18
P02204,22,11.0,0.32,8,3,0.32
P02205,73,4.5,0.9,0,1,0.33
P02206,50,3.6,0.88,6,11,0.14
P02207,16,14.4,0.32,3,3,0.1
P02208,79,3.9,0.89,1,15,0.29
P02209,14,8.8,0.69,5,0,0.13
P02210,34,10.4,0.85,10,7,0.39
P02211,23,13.5,0.32,0,7,0.33
P02212,84,5.1,0.9,7,10,0.21
P02213,29,14.7,0.48,5,8,0.35
P02214,32,14.0,0.49,2,2,0.13
P02215,90,14.4,0.96,3,0,0.11
P02216,22,9.6,0.38,3,6,0.16
P02217,20,12.4,0.55,9,15,0.31
P02218,28,8.8,0.32,9,15,0.25
P02219,39,12.4,0.63,4,9,0.17
P02220,63,2.8,0.92,6,13,0.33
P02221,40,11.5,0.6,3,10,0.3
P02222,8,3.8,0.64,8,3,0.22
P02223,12,13.9,0.56,9,15,0.29
P02224,15,9.9,0.61,7,9,0.1
P02225,56,13.3,0.88,5,10,0.19
P02226,5,11.0,0.54,0,5,0.13
P02227,17,3.3,0.57,9,10,0.35
P02228,15,6.3,0.63,8,2,0.37
P02229,16,12.7,0.44,8,15,0.32
P02230,38,9.7,0.59,3,7,0.1
P02231,27,8.3,0.55,9,8,0.34
P02232,29,5.6,0.42,8,13,0.1
P02233,29,9.1,0.54,10,5,0.34
P02234,37,12.1,0.31,3,8,0.1
P02235,27,4.6,0.6,2,2,0.35
P02236,86,12.0,0.87,7,13,0.29
P02237,16,14.1,0.44,1,0,0.33
P02238,27,11.0,0.47,1,12,0.2
P02239,22,3.9,0.49,0,0,0.22
P02240,32,10.1,0.35,10,13,0.07
P02241,86,10.5,0.87,9,8,0.15
P02242,32,9.9,0.85,5,11,0.33
P02243,53,8.4,0.86,5,7,0.12
P02244,15,14.4,0.68,2,15,0.24
P02245,22,2.1,0.65,3,4,0.14
P02246,25,12.0,0.68,8,5,0.35
P02247,14,8.8,0.63,2,14,0.17
P02248,19,10.7,0.52,0,7,0.21
P02249,46,13.8,0.86,7,5,0.16
P02250,24,2.3,0.49,0,4,0.09
P02251,86,13.7,0.95,8,1,0.16
P02252,17,7.8,0.42,2,4,0.15
P02253,83,12.9,0.92,3,13,0.11
P02254,39,6.3,0.37,10,1,0.06
P02255,62,5.2,0.88,3,6,0.09
P02256,11,10.8,0.62,7,14,0.1
P02257,8,3.6,0.42,6,1,0.17
P02258,22,14.4,0.98,2,14,0.27
P02259,61,10.0,0.9,8,4,0.16
P02260,77,10.4,0.96,2,6,0.23
P02261,25,7.0,0.54,8,7,0.2
P02262,20,11.8,0.66,3,0,0.29
P02263,42,10.4,0.94,2,4,0.11
P02264,29,8.5,0.43,9,11,0.31
P02265,36,2.1,0.93,7,2,0.3
P02266,76,4.2,0.87,0,0,0.13
P02267,39,7.8,0.45,9,8,0.38
P02268,19,3.3,0.39,0,2,0.35
P02269,11,12.6,0.58,3,15,0.13
P02270,27,12.5,0.54,2,10,0.39
P02271,40,4.7,0.66,4,2,0.07
P02272,69,4.0,0.96,10,11,0.19
P02273,82,4.6,0.88,2,1,0.38
P02274,27,14.1,0.34,2,14,0.29
P02275,17,9.3,0.35,10,8,0.07
P02276,65,2.3,0.93,5,12,0.05
P02277,17,10.1,0.48,4,15,0.34
P02278,9,12.2,0.67,2,11,0.22
P02279,38,13.6,0.51,4,5,0.12
P02280,38,4.4,0.3,5,15,0.1
P02281,32,11.6,0.58,9,1,0.23
P02282,37,13.4,0.91,2,5,0.26
P02283,25,7.6,0.56,4,8,0.1
P02284,27,11.8,0.56,10,4,0.4
P02285,39,9.2,0.7,0,12,0.07
P02286,13,4.3,0.61,2,2,0.17
P02287,7,11.3,0.56,10,0,0.32
P02288,57,11.0,0.95,1,3,0.09
P02289,23,14.0,0.6,8,13,0.38
P02290,39,5.7,0.94,10,15,0.33
P02291,7,11.5,0.45,10,2,0.15
P02292,18,2.2,0.47,4,2,0.3
P02293,12,5.3,0.54,1,15,0.26
P02294,40,6.6,0.61,6,15,0.32
P02295,57,12.7,0.89,6,13,0.12
P02296,5,10.0,0.44,1,10,0.17
P02297,68,5.9,0.95,2,12,0.26
P02298,24,6.9,0.53,6,9,0.24
P02299,75,3.5,0.85,1,9,0.22
P02300,89,11.6,0.96,4,8,0.17
P02301,30,13.0,0.92,8,11,0.08
P02302,29,3.9,0.92,3,6,0.23
P02303,57,12.8,0.89,8,14,0.19
P02304,29,6.2,0.34,0,2,0.25
P02305,22,6.7,0.34,1,10,0.11
P02306,28,7.8,0.66,8,14,0.06
P02307,35,9.6,0.57,1,5,0.25
P02308,62,13.3,0.98,4,6,0.24
P02309,39,8.5,0.94,0,15,0.18
P02310,7,7.2,0.44,10,6,0.19
P02311,25,13.6,0.6,0,8,0.39
P02312,10,2.2,0.61,5,12,0.15
P02313,58,3.6,0.95,6,0,0.12
P02314,36,10.2,0.6,2,12,0.23
P02315,10,2.0,0.55,4,10,0.09
P02316,33,2.6,0.92,8,4,0.06
P02317,36,7.6,0.32,4,8,0.37
P02318,41,6.0,0.95,1,15,0.36
P02319,48,3.3,0.97,5,0,0.3
P02320,39,5.3,0.58,3,13,0.15
P02321,25,13.0,0.44,9,14,0.23
P02322,68,14.1,0.95,8,6,0.35
P02323,30,7.6,0.93,10,4,0.06
P02324,32,12.0,0.49,6,3,0.35
P02325,6,13.7,0.69,2,4,0.32
P02326,18,8.9,0.68,9,4,0.17
P02327,6,10.9,0.47,0,13,0.15
P02328,6,6.9,0.65,4,9,0.25
P02329,37,3.1,0.47,9,9,0.14
P02330,6,11.7,0.32,9,13,0.25
P02331,28,10.1,0.36,2,2,0.2
P02332,15,5.7,0.63,6,5,0.15
P02333,63,10.4,0.9,8,14,0.3
P02334,65,3.9,0.9,2,0,0.17
P02335,33,7.9,0.36,2,13,0.3
P02336,45,7.8,0.92,2,13,0.21
P02337,26,14.8,0.86,0,4,0.08
P02338,31,12.9,0.94,5,0,0.14
P02339,43,8.5,0.87,9,11,0.13
P02340,30,4.5,0.47,3,12,0.22
P02341,27,14.3,0.53,10,10,0.23
P02342,31,8.8,0.93,10,14,0.33
P02343,83,10.6,0.91,7,3,0.09
P02344,6,13.1,0.43,10,4,0.16
P02345,22,6.6,0.36,3,8,0.14
P02346,32,10.8,0.87,1,9,0.1
P02347,30,5.0,0.96,2,5,0.16
P02348,8,8.9,0.39,6,10,0.23
P02349,75,13.9,0.85,4,7,0.34
P02350,21,3.3,0.69,8,1,0.1
P02351,12,8.3,0.36,5,10,0.08
P02352,30,9.6,0.39,9,6,0.24
P02353,36,10.7,0.7,2,8,0.16
P02354,20,3.0,0.45,6,14,0.06
P02355,13,13.9,0.57,4,11,0.21
P02356,33,7.5,0.96,7,1,0.06
P02357,31,5.3,0.39,2,0,0.35
P02358,49,4.6,0.95,10,9,0.39
P02359,6,6.4,0.36,1,12,0.31
P02360,78,7.4,0.87,3,13,0.16
P02361,39,4.0,0.97,0,11,0.38
P02362,35,5.0,0.65,6,1,0.16
P02363,77,6.7,0.97,10,8,0.24
P02364,44,13.5,0.91,0,10,0.23
P02365,12,13.8,0.41,9,1,0.35
P02366,14,10.2,0.58,3,15,0.17
P02367,37,8.1,0.87,6,1,0.26
P02368,39,3.0,0.54,2,4,0.08
P02369,41,10.0,0.9,1,1,0.19
P02370,20,13.0,0.35,7,13,0.19
P02371,28,2.7,0.61,6,0,0.21
P02372,22,3.4,0.58,7,2,0.14
P02373,86,14.4,0.91,5,11,0.25
P02374,70,12.8,0.92,1,13,0.38
P02375,24,11.2,0.52,6,14,0.25
P02376,79,12.7,0.94,5,10,0.26
P02377,90,2.9,0.91,0,9,0.19
P02378,75,7.0,0.9,10,4,0.14
P02379,35,9.8,0.43,7,6,0.28
P02380,32,12.5,0.95,0,2,0.22
P02381,34,7.4,0.95,1,15,0.09
P02382,9,6.2,0.34,9,9,0.34
P02383,39,12.0,0.88,9,3,0.33
P02384,30,3.8,0.46,3,15,0.09
P02385,66,7.6,0.94,8,3,0.33
P02386,37,8.1,0.92,2,9,0.37
P02387,6,9.4,0.62,9,14,0.16
P02388,14,9.1,0.4,10,14,0.13
P02389,46,6.9,0.88,8,11,0.17
P02390,9,6.8,0.38,0,11,0.32
P02391,9,14.5,0.65,0,13,0.28
P02392,71,2.2,0.98,8,10,0.32
P02393,33,11.2,0.87,3,5,0.25
P02394,11,7.1,0.5,7,5,0.06
P02395,27,4.0,0.31,0,0,0.35
P02396,27,13.4,0.69,4,2,0.15
P02397,14,12.1,0.56,4,1,0.18
P02398,26,9.7,0.59,6,2,0.21
P02399,8,2.7,0.42,8,3,0.38
P02400,23,4.2,0.57,1,11,0.33
P02401,22,3.8,0.94,4,14,0.18
P02402,63,6.1,0.89,10,3,0.13
P02403,68,8.2,0.97,10,4,0.21
P02404,61,10.8,0.97,0,6,0.1
P02405,8,7.5,0.39,0,11,0.26
P02406,35,10.1,0.96,0,4,0.16
P02407,24,12.8,0.98,8,1,0.09
P02408,17,8.2,0.52,4,1,0.29
P02409,74,4.9,0.9,5,9,0.35
P02410,16,2.3,0.33,7,15,0.38
P02411,35,6.5,0.39,2,0,0.1
P02412,19,13.7,0.48,6,10,0.19
P02413,31,8.0,0.36,0,8,0.21
P02414,27,7.9,0.52,3,15,0.12
P02415,80,6.6,0.88,9,14,0.34
P02416,11,2.6,0.36,1,12,0.4
P02417,87,5.4,0.97,4,14,0.39
P02418,74,10.4,0.85,5,15,0.08
P02419,14,2.2,0.55,10,12,0.38
P02420,79,5.4,0.94,9,0,0.2
P02421,39,14.9,0.55,5,4,0.2
P02422,36,6.4,0.49,10,11,0.25
P02423,9,10.8,0.69,3,3,0.24
P02424,10,6.3,0.61,4,15,0.08
P02425,31,5.3,0.35,9,7,0.22
P02426,8,8.2,0.34,1,4,0.2
P02427,31,7.9,0.42,10,13,0.1
P02428,66,3.5,0.87,3,4,0.21
P02429,30,4.1,0.96,9,11,0.09
P02430,24,8.6,0.93,2,1,0.34
P02431,16,12.4,0.54,1,0,0.38
P02432,10,7.0,0.52,10,7,0.38
P02433,36,6.2,0.55,9,5,0.15
P02434,39,3.0,0.47,5,14,0.36
P02435,16,6.0,0.69,9,1,0.08
P02436,5,10.6,0.59,4,8,0.25
P02437,46,8.0,0.93,8,2,0.11
P02438,18,9.9,0.4,0,12,0.25
P02439,22,5.7,0.46,9,2,0.31
P02440,73,3.0,0.85,3,10,0.14
P02441,31,12.2,0.61,9,12,0.27
P02442,33,11.3,0.87,3,15,0.12
P02443,8,10.8,0.66,4,8,0.33
P02444,46,5.4,0.89,6,2,0.2
P02445,37,7.3,0.88,7,15,0.06
P02446,37,13.8,0.64,6,9,0.39
P02447,37,4.0,0.46,2,6,0.24
P02448,31,12.8,0.98,7,11,0.24
P02449,85,8.2,0.97,3,2,0.24
P02450,16,3.7,0.61,3,5,0.27
P02451,49,10.7,0.89,5,5,0.37
P02452,28,3.4,0.7,6,10,0.29
P02453,38,4.5,0.49,6,15,0.33
P02454,12,5.5,0.68,1,0,0.12
P02455,11,5.6,0.58,0,2,0.07
P02456,30,5.0,0.58,2,9,0.13
P02457,7,5.2,0.65,3,1,0.34
P02458,30,12.7,0.46,6,12,0.37
P02459,61,14.5,0.88,9,7,0.26
P02460,5,9.7,0.31,3,11,0.25
P02461,19,7.1,0.48,1,12,0.11
P02462,39,13.8,0.89,9,7,0.31
P02463,32,13.3,0.69,6,11,0.22
P02464,39,11.3,0.68,6,10,0.15
P02465,21,13.8,0.94,0,7,0.3
P02466,32,12.5,0.95,0,2,0.31
P02467,17,7.6,0.31,1,5,0.32
P02468,85,9.7,0.86,10,2,0.14
P02469,81,7.4,0.9,6,10,0.1
P02470,11,11.0,0.46,3,2,0.21
P02471,31,2.6,0.41,4,1,0.32
P02472,89,9.4,0.85,3,3,0.09
P02473,37,3.3,0.56,8,11,0.19
P02474,41,14.7,0.97,8,11,0.24
P02475,28,8.4,0.7,0,15,0.1
P02476,56,12.6,0.92,8,13,0.05
P02477,64,14.0,0.98,9,6,0.22
P02478,30,5.9,0.36,10,0,0.09
P02479,27,9.2,0.93,4,8,0.05
P02480,33,3.3,0.91,6,1,0.2
P02481,40,7.9,0.55,5,4,0.15
P02482,39,12.2,0.65,0,1,0.34
P02483,17,14.9,0.42,9,4,0.16
P02484,21,5.9,0.94,4,9,0.13
P02485,20,12.8,0.89,7,8,0.1
P02486,44,7.7,0.87,10,11,0.3
P02487,7,4.4,0.51,9,5,0.13
P02488,18,14.0,0.37,4,4,0.22
P02489,45,12.8,0.88,2,10,0.14
P02490,10,3.0,0.41,9,5,0.34
P02491,60,4.8,0.89,7,12,0.14
P02492,41,8.5,0.9,8,12,0.26
P02493,14,4.1,0.31,1,12,0.4
P02494,27,6.3,0.43,10,15,0.11
P02495,50,3.8,0.88,7,7,0.17
P02496,40,5.3,0.31,5,5,0.07
P02497,37,5.3,0.9,7,3,0.37
P02498,61,4.2,0.87,8,7,0.3
P02499,11,2.8,0.63,7,7,0.3
P02500,7,2.5,0.47,1,0,0.38
P02501,74,11.9,0.89,1,10,0.38
P02502,38,14.3,0.38,7,7,0.17
P02503,23,13.9,0.48,10,2,0.4
P02504,16,9.3,0.34,0,11,0.31
P02505,11,10.1,0.31,0,9,0.31
P02506,24,14.9,0.63,6,1,0.36
P02507,6,14.9,0.55,5,4,0.17
P02508,39,8.9,0.35,5,11,0.29
P02509,40,3.8,0.63,9,3,0.25
P02510,17,12.2,0.41,0,6,0.34
P02511,11,12.6,0.69,2,5,0.13
P02512,22,6.8,0.89,2,5,0.38
P02513,80,5.9,0.89,2,10,0.17
P02514,22,4.3,0.86,2,0,0.24
P02515,76,6.7,0.87,8,13,0.19
P02516,15,9.9,0.7,2,14,0.33
P02517,12,9.7,0.45,1,4,0.28
P02518,23,2.8,0.6,5,5,0.33
P02519,44,2.6,0.94,7,9,0.27
P02520,18,10.2,0.65,4,14,0.1
P02521,72,10.2,0.93,1,4,0.16
P02522,17,6.6,0.44,10,6,0.33
P02523,37,6.3,0.51,9,8,0.07
P02524,77,7.8,0.88,10,10,0.35
P02525,5,14.9,0.58,0,10,0.22
P02526,87,6.6,0.97,6,10,0.11
P02527,31,5.2,0.51,1,10,0.32
P02528,48,8.8,0.95,4,6,0.15
P02529,58,6.2,0.97,6,4,0.38
